2023-06-11 22:06:21;0.49
2023-06-11 22:11:23;3.62
2023-06-11 22:11:23;3.62
2023-06-11 22:11:23;3.62
2023-06-11 22:11:23;3.62
2023-06-11 22:11:23;5.96
2023-06-11 22:11:23;5.96
2023-06-11 22:11:23;5.96
2023-06-11 22:11:24;5.96
2023-06-11 22:11:24;5.96
2023-06-11 22:11:24;5.96
2023-06-11 22:11:24;5.96
2023-06-11 22:11:24;5.96
2023-06-11 22:11:24;7.53
2023-06-11 22:11:24;7.53
2023-06-11 22:11:25;7.53
2023-06-11 22:11:25;7.53
2023-06-11 22:11:25;7.53
2023-06-11 22:11:25;7.53
2023-06-11 22:11:25;7.53
2023-06-11 22:11:25;7.53
2023-06-11 22:11:25;7.53
2023-06-11 22:11:25;7.53
2023-06-11 22:11:25;9.09
2023-06-11 22:11:26;9.09
2023-06-11 22:11:26;9.09
2023-06-11 22:11:26;9.09
2023-06-11 22:11:26;9.09
2023-06-11 22:11:26;9.09
2023-06-11 22:11:26;9.09
2023-06-11 22:11:26;9.09
2023-06-11 22:11:26;9.09
2023-06-11 22:11:27;9.09
2023-06-11 22:11:27;10.65
2023-06-11 22:11:27;10.65
2023-06-11 22:11:27;10.65
2023-06-11 22:11:27;10.65
2023-06-11 22:11:27;10.65
2023-06-11 22:11:27;10.65
2023-06-11 22:11:28;10.65
2023-06-11 22:11:28;10.65
2023-06-11 22:11:28;10.65
2023-06-11 22:11:28;13.78
2023-06-11 22:11:28;13.78
2023-06-11 22:11:28;13.78
2023-06-11 22:11:28;13.78
2023-06-11 22:11:29;13.78
2023-06-11 22:11:29;13.78
2023-06-11 22:11:29;13.78
2023-06-11 22:11:29;13.78
2023-06-11 22:11:29;13.78
2023-06-11 22:11:29;13.78
2023-06-11 22:11:29;15.35
2023-06-11 22:11:29;15.35
2023-06-11 22:11:30;15.35
2023-06-11 22:11:30;15.35
2023-06-11 22:11:30;15.35
2023-06-11 22:11:30;15.35
2023-06-11 22:11:30;15.35
2023-06-11 22:11:30;15.35
2023-06-11 22:11:31;16.13
2023-06-11 22:11:31;16.13
2023-06-11 22:11:31;16.13
2023-06-11 22:11:31;16.13
