2023/03/10 14:31:00;0
2021/03/10 14:30:00;1
2023/03/25 00:31;0
2023/03/31 10:30:00;1
2023/03/31 10:30:00;0
9:25;0
9:25;1
9:25;0
11/06/2023, 18:47:56;1
11/06/2023, 18:47:56;0
11/06/2023, 22:06:17;1
11/06/2023, 22:06:17;0
11/06/2023, 22:06:17;1
11/06/2023, 22:06:17;0
11/06/2023, 22:06:17;1
11/06/2023, 22:07:18;0
11/06/2023, 22:07:18;0
12/06/2023, 08:52:30;0
12/06/2023, 08:52:30;0
12/06/2023, 08:52:30;0
12/06/2023, 08:52:30;0
12/06/2023, 08:52:30;0
12/06/2023, 08:52:30;0
12/06/2023, 08:52:30;0
12/06/2023, 08:52:30;0
12/06/2023, 08:52:30;1
12/06/2023, 08:53:29;0
12/06/2023, 08:53:29;1
12/06/2023, 08:53:39;0
12/06/2023, 08:53:42;0
12/06/2023, 08:54:55;0
12/06/2023, 09:24:56;1
12/06/2023, 09:24:56;1
12/06/2023, 09:24:56;0
12/06/2023, 09:24:56;0
12/06/2023, 09:24:56;1
12/06/2023, 09:25:31;1
12/06/2023, 10:15:21;0
12/06/2023, 10:16:57;1
12/06/2023, 10:17:02;0
12/06/2023, 10:19:59;1
12/06/2023, 10:20:04;0
12/06/2023, 10:41:26;1
12/06/2023, 10:41:26;0
12/06/2023, 10:41:26;1
12/06/2023, 10:41:26;0
12/06/2023, 10:41:26;1
12/06/2023, 10:41:26;0
12/06/2023, 13:41:30;1
12/06/2023, 13:41:30;0
12/06/2023, 18:08:02;1
12/06/2023, 18:08:02;0
12/06/2023, 18:08:02;1
13/06/2023, 10:25:48;0
13/06/2023, 10:32:37;1
13/06/2023, 10:32:37;0
13/06/2023, 10:46:04;1
13/06/2023, 10:46:04;0
13/06/2023, 11:04:03;1
13/06/2023, 11:04:03;0
13/06/2023, 11:31:49;1
